Tue Oct 18,Time,Location
Golden State @ Milwaukee,7:30 PM,Fiserv Forum
Phoenix @ Houston,8:00 PM,Toyota Center
New Orleans @ Utah,9:00 PM,Vivint Arena
Boston @ LA Lakers,10:00 PM,Crypto.com Arena
Wed Dec 14,Time,Location
Golden State @ Indiana,7:00 PM,Gainbridge Fieldhouse
Detroit @ Charlotte,7:00 PM,Spectrum Center
Atlanta @ Orlando,7:00 PM,Amway Center
Sacramento @ Toronto,7:30 PM,Scotiabank Arena
New York @ Chicago,7:30 PM,United Center
Miami @ Okla City,8:00 PM,Paycom Center
Portland @ San Antonio,8:00 PM,AT&T Center
Cleveland @ Dallas,9:00 PM,American Airlines Center
Washington @ Denver,9:00 PM,Ball Arena
Minnesota @ LA Clippers,10:00 PM,Crypto.com Arena
Thu Dec 15,Time,Location
Miami @ Houston,8:00 PM,Toyota Center
Milwaukee @ Memphis,8:00 PM,FedExForum
New Orleans @ Utah,9:00 PM,Vivint Arena
Phoenix @ LA Clippers,10:30 PM,Crypto.com Arena
Fri Dec 16,Time,Location
Atlanta @ Charlotte,7:00 PM,Spectrum Center
Sacramento @ Detroit,7:00 PM,Little Caesars Arena
Orlando @ Boston,7:30 PM,TD Garden
Indiana @ Cleveland,7:30 PM,Rocket Mortgage FieldHouse
Golden State @ Philadelphia,7:30 PM,Wells Fargo Center
Brooklyn @ Toronto,7:30 PM,Scotiabank Arena
New York @ Chicago,8:00 PM,United Center
Minnesota @ Okla City,8:00 PM,Paycom Center
Portland @ Dallas,8:30 PM,American Airlines Center
Denver @ LA Lakers,10:00 PM,Crypto.com Arena
Sat Dec 17,Time,Location
Washington @ LA Clippers,4:00 PM,Crypto.com Arena
Miami vs. San Antonio,5:00 PM,Mexico City Arena
Dallas @ Cleveland,8:00 PM,Rocket Mortgage FieldHouse
Portland @ Houston,8:00 PM,Toyota Center
Utah @ Milwaukee,8:00 PM,Fiserv Forum
Memphis @ Okla City,8:00 PM,Paycom Center
New Orleans @ Phoenix,9:00 PM,Footprint Center
Sun Dec 18,Time,Location
Orlando @ Boston,3:00 PM,TD Garden
New York @ Indiana,5:00 PM,Gainbridge Fieldhouse
Brooklyn @ Detroit,6:00 PM,Little Caesars Arena
Golden State @ Toronto,6:00 PM,Scotiabank Arena
Chicago @ Minnesota,7:00 PM,Target Center
Charlotte @ Denver,8:00 PM,Ball Arena
Washington @ LA Lakers,9:30 PM,Crypto.com Arena
Mon Dec 19,Time,Location
Toronto @ Philadelphia,7:00 PM,Wells Fargo Center
Utah @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
Orlando @ Atlanta,7:30 PM,State Farm Arena
San Antonio @ Houston,8:00 PM,Toyota Center
Milwaukee @ New Orleans,8:00 PM,Smoothie King Center
Portland @ Okla City,8:00 PM,Paycom Center
Dallas @ Minnesota,8:00 PM,Target Center
LA Lakers @ Phoenix,9:00 PM,Footprint Center
Charlotte @ Sacramento,10:00 PM,Golden 1 Center
Tue Dec 20,Time,Location
Utah @ Detroit,7:00 PM,Little Caesars Arena
Chicago @ Miami,7:30 PM,FTX Arena
Golden State @ New York,7:30 PM,Madison Square Garden
Washington @ Phoenix,9:00 PM,Footprint Center
Memphis @ Denver,10:00 PM,Ball Arena
Wed Dec 21,Time,Location
Milwaukee @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
Detroit @ Philadelphia,7:00 PM,Wells Fargo Center
Indiana @ Boston,7:30 PM,TD Garden
Chicago @ Atlanta,7:30 PM,State Farm Arena
Toronto @ New York,7:30 PM,Madison Square Garden
Golden State @ Brooklyn,7:30 PM,Barclays Center
Dallas @ Minnesota,8:00 PM,Target Center
Orlando @ Houston,8:00 PM,Toyota Center
Portland @ Okla City,8:00 PM,Paycom Center
LA Lakers @ Sacramento,10:00 PM,Golden 1 Center
Charlotte @ LA Clippers,10:30 PM,Crypto.com Arena
Thu Dec 22,Time,Location
San Antonio @ New Orleans,8:00 PM,Smoothie King Center
Washington @ Utah,9:00 PM,Vivint Arena
Fri Dec 23,Time,Location
San Antonio @ Orlando,7:00 PM,Amway Center
LA Clippers @ Philadelphia,7:00 PM,Wells Fargo Center
Detroit @ Atlanta,7:30 PM,State Farm Arena
Minnesota @ Boston,7:30 PM,TD Garden
Chicago @ New York,7:30 PM,Madison Square Garden
Milwaukee @ Brooklyn,7:30 PM,Barclays Center
Toronto @ Cleveland,7:30 PM,Rocket Mortgage FieldHouse
Indiana @ Miami,8:00 PM,FTX Arena
Dallas @ Houston,8:00 PM,Toyota Center
New Orleans @ Okla City,8:00 PM,Paycom Center
Portland @ Denver,9:00 PM,Ball Arena
Memphis @ Phoenix,10:00 PM,Footprint Center
Washington @ Sacramento,10:00 PM,Golden 1 Center
Charlotte @ LA Lakers,10:30 PM,Crypto.com Arena
Sun Dec 25,Time,Location
Philadelphia @ New York,12:00 PM,Madison Square Garden
LA Lakers @ Dallas,2:30 PM,American Airlines Center
Milwaukee @ Boston,5:00 PM,TD Garden
Memphis @ Golden State,8:00 PM,Chase Center
Phoenix @ Denver,10:30 PM,Ball Arena
Mon Dec 26,Time,Location
Brooklyn @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
LA Clippers @ Detroit,7:00 PM,Little Caesars Arena
Minnesota @ Miami,7:30 PM,FTX Arena
Houston @ Chicago,8:00 PM,United Center
Indiana @ New Orleans,8:00 PM,Smoothie King Center
Utah @ San Antonio,8:00 PM,AT&T Center
Charlotte @ Portland,10:00 PM,Moda Center
Tue Dec 27,Time,Location
LA Lakers @ Orlando,7:00 PM,Amway Center
Philadelphia @ Washington,7:00 PM,Capital One Arena
Houston @ Boston,7:30 PM,TD Garden
Atlanta @ Indiana,7:30 PM,Gainbridge Fieldhouse
LA Clippers @ Toronto,7:30 PM,Scotiabank Arena
Phoenix @ Memphis,8:00 PM,FedExForum
San Antonio @ Okla City,8:00 PM,Paycom Center
New York @ Dallas,8:30 PM,American Airlines Center
Charlotte @ Golden State,10:00 PM,Chase Center
Denver @ Sacramento,10:00 PM,Golden 1 Center
Wed Dec 28,Time,Location
Phoenix @ Washington,7:00 PM,Capital One Arena
Orlando @ Detroit,7:00 PM,Little Caesars Arena
Brooklyn @ Atlanta,7:30 PM,State Farm Arena
LA Lakers @ Miami,7:30 PM,FTX Arena
Milwaukee @ Chicago,8:00 PM,United Center
Minnesota @ New Orleans,8:00 PM,Smoothie King Center
Denver @ Sacramento,10:00 PM,Golden 1 Center
Utah @ Golden State,10:00 PM,Chase Center
Thu Dec 29,Time,Location
Okla City @ Charlotte,7:00 PM,Spectrum Center
Cleveland @ Indiana,7:00 PM,Gainbridge Fieldhouse
LA Clippers @ Boston,7:30 PM,TD Garden
Memphis @ Toronto,7:30 PM,Scotiabank Arena
New York @ San Antonio,8:00 PM,AT&T Center
Houston @ Dallas,8:30 PM,American Airlines Center
Fri Dec 30,Time,Location
Washington @ Orlando,7:00 PM,Amway Center
Phoenix @ Toronto,7:30 PM,Scotiabank Arena
LA Lakers @ Atlanta,7:30 PM,State Farm Arena
Minnesota @ Milwaukee,8:00 PM,Fiserv Forum
Detroit @ Chicago,8:00 PM,United Center
Philadelphia @ New Orleans,8:30 PM,Smoothie King Center
Miami @ Denver,9:00 PM,Ball Arena
Portland @ Golden State,10:00 PM,Chase Center
Utah @ Sacramento,10:00 PM,Golden 1 Center
Sat Dec 31,Time,Location
LA Clippers @ Indiana,3:00 PM,Gainbridge Fieldhouse
Brooklyn @ Charlotte,7:00 PM,Spectrum Center
New York @ Houston,7:00 PM,Toyota Center
Cleveland @ Chicago,7:00 PM,United Center
Dallas @ San Antonio,7:00 PM,AT&T Center
New Orleans @ Memphis,8:00 PM,FedExForum
Philadelphia @ Okla City,8:00 PM,Paycom Center
Detroit @ Minnesota,8:00 PM,Target Center
Miami @ Utah,9:00 PM,Vivint Arena
Sun Jan 1,Time,Location
Sacramento @ Memphis,8:00 PM,FedExForum
Boston @ Denver,8:00 PM,Ball Arena
Washington @ Milwaukee,8:00 PM,Fiserv Forum
Mon Jan 2,Time,Location
Phoenix @ New York,3:00 PM,Madison Square Garden
LA Lakers @ Charlotte,7:00 PM,Spectrum Center
Chicago @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
Toronto @ Indiana,7:00 PM,Gainbridge Fieldhouse
New Orleans @ Philadelphia,7:00 PM,Wells Fargo Center
San Antonio @ Brooklyn,7:30 PM,Barclays Center
Dallas @ Houston,8:00 PM,Toyota Center
Denver @ Minnesota,8:00 PM,Target Center
Atlanta @ Golden State,10:00 PM,Chase Center
Detroit @ Portland,10:00 PM,Moda Center
Miami @ LA Clippers,10:30 PM,Crypto.com Arena
Tue Jan 3,Time,Location
Washington @ Milwaukee,8:00 PM,Fiserv Forum
Boston @ Okla City,8:00 PM,Paycom Center
Sacramento @ Utah,9:00 PM,Vivint Arena
Wed Jan 4,Time,Location
Indiana @ Philadelphia,7:00 PM,Wells Fargo Center
Okla City @ Orlando,7:00 PM,Amway Center
Memphis @ Charlotte,7:00 PM,Spectrum Center
Phoenix @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
San Antonio @ New York,7:30 PM,Madison Square Garden
Milwaukee @ Toronto,7:30 PM,Scotiabank Arena
Houston @ New Orleans,8:00 PM,Smoothie King Center
Portland @ Minnesota,8:00 PM,Target Center
Brooklyn @ Chicago,8:00 PM,United Center
Detroit @ Golden State,10:00 PM,Chase Center
Atlanta @ Sacramento,10:00 PM,Golden 1 Center
Miami @ LA Lakers,10:00 PM,Crypto.com Arena
Thu Jan 5,Time,Location
Memphis @ Orlando,7:00 PM,Amway Center
Boston @ Dallas,7:30 PM,American Airlines Center
Utah @ Houston,8:00 PM,Toyota Center
LA Clippers @ Denver,10:00 PM,Ball Arena
Fri Jan 6,Time,Location
Portland @ Indiana,7:00 PM,Gainbridge Fieldhouse
Chicago @ Philadelphia,7:30 PM,Wells Fargo Center
New York @ Toronto,7:30 PM,Scotiabank Arena
Charlotte @ Milwaukee,8:00 PM,Fiserv Forum
Washington @ Okla City,8:00 PM,Paycom Center
Detroit @ San Antonio,8:00 PM,AT&T Center
Brooklyn @ New Orleans,8:30 PM,Smoothie King Center
LA Clippers @ Minnesota,9:00 PM,Target Center
Cleveland @ Denver,9:00 PM,Ball Arena
Miami @ Phoenix,10:00 PM,Footprint Center
Atlanta @ LA Lakers,10:30 PM,Crypto.com Arena
Sat Jan 7,Time,Location
Boston @ San Antonio,6:00 PM,AT&T Center
Utah @ Chicago,8:00 PM,United Center
New Orleans @ Dallas,8:00 PM,American Airlines Center
Orlando @ Golden State,8:30 PM,Chase Center
LA Lakers @ Sacramento,10:00 PM,Golden 1 Center
Sun Jan 8,Time,Location
Philadelphia @ Detroit,3:00 PM,Little Caesars Arena
Portland @ Toronto,3:30 PM,Scotiabank Arena
Charlotte @ Indiana,5:00 PM,Gainbridge Fieldhouse
Brooklyn @ Miami,6:00 PM,FTX Arena
Utah @ Memphis,6:00 PM,FedExForum
Minnesota @ Houston,7:00 PM,Toyota Center
Dallas @ Okla City,7:00 PM,Paycom Center
Cleveland @ Phoenix,8:00 PM,Footprint Center
Atlanta @ LA Clippers,9:00 PM,Crypto.com Arena
Mon Jan 9,Time,Location
New Orleans @ Washington,7:00 PM,Capital One Arena
Chicago @ Boston,7:30 PM,TD Garden
Milwaukee @ New York,7:30 PM,Madison Square Garden
San Antonio @ Memphis,8:00 PM,FedExForum
LA Lakers @ Denver,9:00 PM,Ball Arena
Orlando @ Sacramento,10:00 PM,Golden 1 Center
Tue Jan 10,Time,Location
Okla City @ Miami,7:30 PM,FTX Arena
Detroit @ Philadelphia,7:30 PM,Wells Fargo Center
Charlotte @ Toronto,7:30 PM,Scotiabank Arena
Cleveland @ Utah,9:00 PM,Vivint Arena
Phoenix @ Golden State,10:00 PM,Chase Center
Orlando @ Portland,10:00 PM,Moda Center
Dallas @ LA Clippers,10:30 PM,Crypto.com Arena
Wed Jan 11,Time,Location
Chicago @ Washington,7:00 PM,Capital One Arena
Minnesota @ Detroit,7:00 PM,Little Caesars Arena
Milwaukee @ Atlanta,7:30 PM,State Farm Arena
New Orleans @ Boston,7:30 PM,TD Garden
Indiana @ New York,7:30 PM,Madison Square Garden
San Antonio @ Memphis,8:00 PM,FedExForum
Phoenix @ Denver,9:00 PM,Ball Arena
Houston @ Sacramento,10:00 PM,Golden 1 Center
Thu Jan 12,Time,Location
Okla City @ Philadelphia,7:00 PM,Wells Fargo Center
Boston @ Brooklyn,7:30 PM,Barclays Center
Milwaukee @ Miami,7:30 PM,FTX Arena
Charlotte @ Toronto,7:30 PM,Scotiabank Arena
Cleveland @ Portland,10:00 PM,Moda Center
Dallas @ LA Lakers,10:00 PM,Crypto.com Arena
Fri Jan 13,Time,Location
Atlanta @ Indiana,7:00 PM,Gainbridge Fieldhouse
New Orleans @ Detroit,7:00 PM,Little Caesars Arena
New York @ Washington,7:00 PM,Capital One Arena
Golden State vs. San Antonio,7:30 PM,Alamodome
Okla City @ Chicago,8:00 PM,United Center
Phoenix @ Minnesota,8:00 PM,Target Center
Orlando @ Utah,9:00 PM,Vivint Arena
Denver @ LA Clippers,10:00 PM,Crypto.com Arena
Houston @ Sacramento,10:00 PM,Golden 1 Center
Sat Jan 14,Time,Location
Milwaukee @ Miami,1:00 PM,FTX Arena
Memphis @ Indiana,7:00 PM,Gainbridge Fieldhouse
Boston @ Charlotte,7:00 PM,Spectrum Center
Atlanta @ Toronto,7:30 PM,Scotiabank Arena
Cleveland @ Minnesota,8:00 PM,Target Center
Philadelphia @ Utah,9:00 PM,Vivint Arena
Dallas @ Portland,10:00 PM,Moda Center
Sun Jan 15,Time,Location
New York @ Detroit,1:00 PM,Little Caesars Arena
Houston @ LA Clippers,3:00 PM,Crypto.com Arena
Golden State @ Chicago,3:30 PM,United Center
Okla City @ Brooklyn,6:00 PM,Barclays Center
Sacramento @ San Antonio,7:00 PM,AT&T Center
Orlando @ Denver,8:00 PM,Ball Arena
Dallas @ Portland,9:00 PM,Moda Center
Philadelphia @ LA Lakers,9:30 PM,Crypto.com Arena
Mon Jan 16,Time,Location
Boston @ Charlotte,1:00 PM,Spectrum Center
Indiana @ Milwaukee,2:30 PM,Fiserv Forum
New Orleans @ Cleveland,3:00 PM,Rocket Mortgage FieldHouse
Toronto @ New York,3:00 PM,Madison Square Garden
Golden State @ Washington,3:00 PM,Capital One Arena
Miami @ Atlanta,3:30 PM,State Farm Arena
Utah @ Minnesota,4:00 PM,Target Center
Phoenix @ Memphis,6:00 PM,FedExForum
Houston @ LA Lakers,10:30 PM,Crypto.com Arena
Tue Jan 17,Time,Location
Toronto @ Milwaukee,7:30 PM,Fiserv Forum
Brooklyn @ San Antonio,8:00 PM,AT&T Center
Portland @ Denver,9:00 PM,Ball Arena
Philadelphia @ LA Clippers,10:00 PM,Crypto.com Arena
Wed Jan 18,Time,Location
Washington @ New York,7:30 PM,Madison Square Garden
Atlanta @ Dallas,7:30 PM,American Airlines Center
Charlotte @ Houston,8:00 PM,Toyota Center
Cleveland @ Memphis,8:00 PM,FedExForum
Miami @ New Orleans,8:00 PM,Smoothie King Center
Indiana @ Okla City,8:00 PM,Paycom Center
LA Clippers @ Utah,9:00 PM,Vivint Arena
Minnesota @ Denver,10:00 PM,Ball Arena
Sacramento @ LA Lakers,10:30 PM,Crypto.com Arena
Thu Jan 19,Time,Location
Chicago vs. Detroit,3:00 PM,AccorHotels Arena
Golden State @ Boston,7:30 PM,TD Garden
Toronto @ Minnesota,8:00 PM,Target Center
Brooklyn @ Phoenix,10:00 PM,Footprint Center
Philadelphia @ Portland,10:00 PM,Moda Center
Fri Jan 20,Time,Location
New Orleans @ Orlando,7:00 PM,Amway Center
Golden State @ Cleveland,7:30 PM,Rocket Mortgage FieldHouse
New York @ Atlanta,7:30 PM,State Farm Arena
Miami @ Dallas,7:30 PM,American Airlines Center
LA Clippers @ San Antonio,8:00 PM,AT&T Center
Brooklyn @ Utah,9:00 PM,Vivint Arena
Indiana @ Denver,9:00 PM,Ball Arena
Memphis @ LA Lakers,10:00 PM,Crypto.com Arena
Okla City @ Sacramento,10:00 PM,Golden 1 Center
Sat Jan 21,Time,Location
Boston @ Toronto,5:00 PM,Scotiabank Arena
Orlando @ Washington,7:00 PM,Capital One Arena
Charlotte @ Atlanta,7:30 PM,State Farm Arena
Milwaukee @ Cleveland,7:30 PM,Rocket Mortgage FieldHouse
Houston @ Minnesota,8:00 PM,Target Center
Indiana @ Phoenix,9:00 PM,Footprint Center
Philadelphia @ Sacramento,10:00 PM,Golden 1 Center
Sun Jan 22,Time,Location
New Orleans @ Miami,3:30 PM,FTX Arena
New York @ Toronto,6:00 PM,Scotiabank Arena
LA Clippers @ Dallas,7:30 PM,American Airlines Center
Okla City @ Denver,8:00 PM,Ball Arena
Memphis @ Phoenix,8:00 PM,Footprint Center
Brooklyn @ Golden State,8:30 PM,Chase Center
LA Lakers @ Portland,9:00 PM,Moda Center
Mon Jan 23,Time,Location
Boston @ Orlando,7:00 PM,Amway Center
Milwaukee @ Detroit,7:00 PM,Little Caesars Arena
Atlanta @ Chicago,8:00 PM,United Center
Minnesota @ Houston,8:00 PM,Toyota Center
Charlotte @ Utah,9:00 PM,Vivint Arena
San Antonio @ Portland,10:00 PM,Moda Center
Memphis @ Sacramento,10:30 PM,Golden 1 Center
Tue Jan 24,Time,Location
Chicago @ Indiana,7:00 PM,Gainbridge Fieldhouse
Boston @ Miami,7:30 PM,FTX Arena
Cleveland @ New York,7:30 PM,Madison Square Garden
Denver @ New Orleans,8:00 PM,Smoothie King Center
Washington @ Dallas,8:30 PM,American Airlines Center
Charlotte @ Phoenix,9:00 PM,Footprint Center
LA Clippers @ LA Lakers,10:00 PM,Crypto.com Arena
Wed Jan 25,Time,Location
Indiana @ Orlando,7:00 PM,Amway Center
Brooklyn @ Philadelphia,7:30 PM,Wells Fargo Center
Atlanta @ Okla City,8:00 PM,Paycom Center
Washington @ Houston,8:00 PM,Toyota Center
Denver @ Milwaukee,8:00 PM,Fiserv Forum
Minnesota @ New Orleans,8:00 PM,Smoothie King Center
Memphis @ Golden State,10:00 PM,Chase Center
Toronto @ Sacramento,10:00 PM,Golden 1 Center
Utah @ Portland,10:00 PM,Moda Center
San Antonio @ LA Lakers,10:30 PM,Crypto.com Arena
Thu Jan 26,Time,Location
New York @ Boston,7:30 PM,TD Garden
Detroit @ Brooklyn,7:30 PM,Barclays Center
Chicago @ Charlotte,7:30 PM,Spectrum Center
Cleveland @ Houston,8:00 PM,Toyota Center
Dallas @ Phoenix,10:00 PM,Footprint Center
San Antonio @ LA Clippers,10:30 PM,Crypto.com Arena
Fri Jan 27,Time,Location
Milwaukee @ Indiana,7:00 PM,Gainbridge Fieldhouse
Memphis @ Minnesota,7:30 PM,Target Center
Cleveland @ Okla City,8:00 PM,Paycom Center
Orlando @ Miami,8:00 PM,FTX Arena
Toronto @ Golden State,10:00 PM,Chase Center
Sat Jan 28,Time,Location
Denver @ Philadelphia,3:00 PM,Wells Fargo Center
New York @ Brooklyn,5:30 PM,Barclays Center
Chicago @ Orlando,7:00 PM,Amway Center
Houston @ Detroit,7:00 PM,Little Caesars Arena
LA Clippers @ Atlanta,7:30 PM,State Farm Arena
Sacramento @ Minnesota,8:00 PM,Target Center
Washington @ New Orleans,8:00 PM,Smoothie King Center
Phoenix @ San Antonio,8:00 PM,AT&T Center
LA Lakers @ Boston,8:30 PM,TD Garden
Dallas @ Utah,9:00 PM,Vivint Arena
Toronto @ Portland,10:00 PM,Moda Center
Sun Jan 29,Time,Location
Miami @ Charlotte,1:00 PM,Spectrum Center
Indiana @ Memphis,6:00 PM,FedExForum
LA Clippers @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
New Orleans @ Milwaukee,8:00 PM,Fiserv Forum
Mon Jan 30,Time,Location
Orlando @ Philadelphia,7:00 PM,Wells Fargo Center
LA Lakers @ Brooklyn,7:30 PM,Barclays Center
Sacramento @ Minnesota,8:00 PM,Target Center
Washington @ San Antonio,8:00 PM,AT&T Center
Golden State @ Okla City,8:00 PM,Paycom Center
Detroit @ Dallas,8:30 PM,American Airlines Center
Toronto @ Phoenix,9:00 PM,Footprint Center
Atlanta @ Portland,10:00 PM,Moda Center
Tue Jan 31,Time,Location
Miami @ Cleveland,7:00 PM,Rocket Mortgage FieldHouse
LA Lakers @ New York,7:30 PM,Madison Square Garden
Charlotte @ Milwaukee,8:00 PM,Fiserv Forum
LA Clippers @ Chicago,8:00 PM,United Center
New Orleans @ Denver,10:00 PM,Ball Arena
Wed Feb 1,Time,Location
Orlando @ Philadelphia,7:00 PM,Wells Fargo Center
Portland @ Memphis,7:00 PM,FedExForum
Washington @ Detroit,7:00 PM,Little Caesars Arena
Brooklyn @ Boston,7:30 PM,TD Garden
Okla City @ Houston,8:00 PM,Toyota Center
Golden State @ Minnesota,8:00 PM,Target Center
Sacramento @ San Antonio,8:00 PM,AT&T Center
Toronto @ Utah,9:00 PM,Vivint Arena
Atlanta @ Phoenix,10:00 PM,Footprint Center
Thu Feb 2,Time,Location
LA Lakers @ Indiana,7:00 PM,Gainbridge Fieldhouse
Memphis @ Cleveland,7:30 PM,Rocket Mortgage FieldHouse
Miami @ New York,7:30 PM,Madison Square Garden
Charlotte @ Chicago,8:00 PM,United Center
New Orleans @ Dallas,8:30 PM,American Airlines Center
Golden State @ Denver,9:00 PM,Ball Arena
LA Clippers @ Milwaukee,10:00 PM,Fiserv Forum
Fri Feb 3,Time,Location
Charlotte @ Detroit,7:00 PM,Little Caesars Arena
Sacramento @ Indiana,7:00 PM,Gainbridge Fieldhouse
Portland @ Washington,7:00 PM,Capital One Arena
Phoenix @ Boston,7:30 PM,TD Garden
Toronto @ Houston,8:00 PM,Toyota Center
Orlando @ Minnesota,8:00 PM,Target Center
Philadelphia @ San Antonio,8:00 PM,AT&T Center
Atlanta @ Utah,9:00 PM,Vivint Arena
Sat Feb 4,Time,Location
Washington @ Brooklyn,6:00 PM,Barclays Center
LA Clippers @ New York,7:00 PM,Madison Square Garden
Phoenix @ Detroit,7:00 PM,Little Caesars Arena
Portland @ Chicago,8:00 PM,United Center
Miami @ Milwaukee,8:00 PM,Fiserv Forum
LA Lakers @ New Orleans,8:00 PM,Smoothie King Center
Houston @ Okla City,8:00 PM,Paycom Center
Dallas @ Golden State,8:30 PM,Chase Center
Atlanta @ Denver,9:00 PM,Ball Arena
Sun Feb 5,Time,Location
Orlando @ Charlotte,1:00 PM,Spectrum Center
Cleveland @ Indiana,5:00 PM,Gainbridge Fieldhouse
Philadelphia @ New York,6:00 PM,Madison Square Garden
Toronto @ Memphis,6:00 PM,FedExForum
Sacramento @ New Orleans,7:00 PM,Smoothie King Center
Denver @ Minnesota,7:00 PM,Target Center
Mon Feb 6,Time,Location
Boston @ Detroit,7:00 PM,Little Caesars Arena
Cleveland @ Washington,7:00 PM,Capital One Arena
LA Clippers @ Brooklyn,7:30 PM,Barclays Center
San Antonio @ Chicago,8:00 PM,United Center
Sacramento @ Houston,8:00 PM,Toyota Center
Dallas @ Utah,9:00 PM,Vivint Arena
Okla City @ Golden State,10:00 PM,Chase Center
Milwaukee @ Portland,10:00 PM,Moda Center
Tue Feb 7,Time,Location
New York @ Orlando,7:00 PM,Amway Center
Phoenix @ Brooklyn,7:30 PM,Barclays Center
Atlanta @ New Orleans,7:30 PM,Smoothie King Center
Chicago @ Memphis,8:00 PM,FedExForum
